text,quoted_text
b'Acho que j\xc3\xa1 chorei o equivalente ao m\xc3\xaas de julho. E ele ainda nem come\xc3\xa7ou.',
b'10 motivos pra n\xc3\xa3o beijar voc\xc3\xaa \xe2\x80\x94 1. N\xc3\xa3o t\xc3\xb4 interessada 2. N\xc3\xa3o t\xc3\xb4 interessada 3. N\xc3\xa3o t\xc3\xb4 interessada 4. N\xc3\xa3o t\xc3\xb4 intere\xe2\x80\xa6 https://t.co/F8uCapGb7D',
b'Corre\xc3\xa7\xc3\xa3o detalhad\xc3\xadssima de reda\xc3\xa7\xc3\xa3o modelo Enem para alunos de baixa renda GRATUITAMENTE. Me manda mensagem no priva\xe2\x80\xa6 https://t.co/N3XPW8odN6',
b'Momentos antes de chorar (aguardem)',
"b'Meu DEUS eu s\xc3\xb3 queria sentar em um bar, tomar uma brahma com minhas  amigas e comer uma mandioca frita porraaaaaaaaaaaa'",
b'5 motivos para viver \xe2\x80\x94 1. Bolo 2. Plantinhas 3. Sexo 4. Suco de laranja natural geladinho 5. Arte \n\nhttps://t.co/K88LjwK6MD',
b'tava lembrando que ano passado recebi v\xc3\xa1rias amea\xc3\xa7as an\xc3\xb4nimas por email que nunca se concretizaram e o tanto que aq\xe2\x80\xa6 https://t.co/E9iybfwZq0',
b'considerando fechar meu twitter',
"b'Sumi por 15 minutos e o Bolsonaro j\xc3\xa1 tinha roubado um cachorro. Que isso, galera? Semana t\xc3\xa1 s\xc3\xb3 come\xc3\xa7ando, calma KKKKKKKKKM'",
"b'Notei que alguns alunos est\xc3\xa3o confundindo ""penalidade"" com ""impunidade"" nas reda\xc3\xa7\xc3\xb5es. A\xc3\xad aparece a seguinte frase:\xe2\x80\xa6 https://t.co/gEVwrtGlvq'",
"b'Meu deus, que dor. Eu vou explodir. Esperando o rem\xc3\xa9dio fazer efeito'",
b'T\xc3\xb4 com tanta dor de cabe\xc3\xa7a que nem sei. Vou s\xc3\xb3 tentar dormir',
b'Muita dor f\xc3\xadsica e sentimental. Fazendo jus ao terror das segundas',
"b'Se eu n\xc3\xa3o tivesse alunos, com certeza j\xc3\xa1 teria desinstalado o Messenger. Pavor'",
b'Junho est\xc3\xa1 acabando e n\xc3\xa3o fui em festas juninas. T\xc3\xb4 arrasada sabe. Quero minha vida de volta',
b'Arranquei um siso e foi de boas. Agora \xc3\xa9 hora de arrancar os que realmente est\xc3\xa3o fodidos akkkkkkkk deus me ajude',
"b'Gente eu n\xc3\xa3o sabia que o ex ministro da educa\xc3\xa7\xc3\xa3o tinha colocado aquele \xc3\xb3culos de meme de verdade, pensei que era zo\xe2\x80\xa6 https://t.co/KNgSGhk5IQ'",
b'Adoro as lembran\xc3\xa7as do Facebook. Eu tinha at\xc3\xa9 esquecido que tenho um conto em l\xc3\xadngua estrangeira premiado. Isso \xc3\xa9 f\xe2\x80\xa6 https://t.co/pO3ur7wbOd',
b'Quem voc\xc3\xaa odeia? \xe2\x80\x94 Ningu\xc3\xa9m \n\nhttps://t.co/I7dJhYrWgk',
b'Dif\xc3\xadcil acordar',
b'Acha que \xc3\xa9 bonito foto fumando? \n\n\xe2\x80\x94 Acho sim. Inclusive a parte mais bonita \xc3\xa9 que eu banco com a minha pr\xc3\xb3pria gran\xe2\x80\xa6 https://t.co/aDfg9kzHhX',
"b'Uberlandense \xc3\xa9 carente, n\xc3\xa9? Os caras v\xc3\xa3o l\xc3\xa1 comentar na publica\xc3\xa7\xc3\xa3o do Odelmo ""incompetente, faz alguma coisa""\n\nOdel\xe2\x80\xa6 https://t.co/XryqHHeiB0'",
b'coisas que eu detesto:\n-solicita\xc3\xa7\xc3\xa3o de amizade\n-qualquer pessoa falando bom dia\n-mosquito\n-dog chorando\n-bolsonitro',
b'AMIGOS\nTem postagem nova no blog do absurdo. Cola l\xc3\xa1!\n\nhttps://t.co/55JF1I87xm',
b'Uma pergunta diferente s\xc3\xb3 para descontrair na quarentena  kkk\nSente c\xc3\xb3cegas nos p\xc3\xa9s ? Kkk\nGosta de c\xc3\xb3cegas? Kkk \xe2\x80\x94 T\xe2\x80\xa6 https://t.co/0xme1ysyjV',
b'Quando nois era b\xc3\xaabada feliz e n\xc3\xa3o sabia sdds https://t.co/DLy5Nz0c92',
b'Fica com mulheres? \xe2\x80\x94 Gra\xc3\xa7as a Deus sim \n\nhttps://t.co/T5qyofgnXv',
b'Tenho saudade de coisas e pessoas. Mas a\xc3\xad lembro que nada daquilo foi real porque a pessoa \xc3\xa9 uma filha da puta e al\xe2\x80\xa6 https://t.co/X1EF4OO8Uf',
b'Hoje \xc3\xa9 aquele diazinho que eu s\xc3\xb3 quero ficar deitada e imaginar que tudo vai dar certo sem eu precisar mover um dedo',
b'T\xc3\xa1 solteira? \xe2\x80\x94 Depende do dia da semana \n\nhttps://t.co/Bz6O4jUqof',
b'Durante a semana eu fico bitolada nos trem. Mas durante o final de semana eu me permito esquecer as merdas',
b'mandei entregar comida na casa da lynda do nada simplesmente resolvi que ia mandar',
b'hoje pretendo ficar chapada at\xc3\xa9 fazer carinho nas minhas duas coxas e falar que \xc3\xa9 minha cachorra e meu gato',
"b'Eu n\xc3\xa3o respondo as pessoas nem no whatsapp, ce acha que vou responder no Messenger, meu anjo? Me erra'",
b'\xc3\x9anica coisa capaz de me fazer feliz: bolo de doce de leite com morango',
b'Acordei chapada. Fiz carinho na minha coxa uns 10 minutos pensando que era a minha cachorra e fiquei conversando co\xe2\x80\xa6 https://t.co/NewoX8O4TV',
"b'Devidamente chapada, agora vou dormir'",
b'Belo dia pra ser uberlandense. 100 \xc3\xb3bitos. Todas as utis ocupadas. E tem CORNO fazendo festa',
b'Vou deixar meu corretor falar.\n\nEu quero muito um pouquinho da identidade visual da minha v\xc3\xb3. \xc3\x89 uma coisa mais boni\xe2\x80\xa6 https://t.co/PjhW6Bhop5',
b'Fiz um bolo porque pretendo ficar chapada ao ponto de comer ele todo sentada ali no quintal chorando',
"b'Me odeio, mas n\xc3\xa3o ao ponto de comer jil\xc3\xb3'",
b'oq significa voc\xc3\xaa dizer que gosta de quentinho? \xe2\x80\x94 Eu n\xc3\xa3o sei exatamente. \xc3\x89 aquele quentinho no cora\xc3\xa7\xc3\xa3o que voc\xc3\xaa sen\xe2\x80\xa6 https://t.co/3mjEJfdq90',
b'https://t.co/HYcOWP8Usr',
b'meus irm\xc3\xa3os ficam muito vida loka quando minha m\xc3\xa3e n\xc3\xa3o t\xc3\xa1 em casa\n\ntava observando aqui minha irm\xc3\xa3 LIMPAR a bolacha\xe2\x80\xa6 https://t.co/177cUIXLmj',
b'Imagina o cara se aproximar de voc\xc3\xaa s\xc3\xb3 porque voc\xc3\xaa parece a ex dele\n\nVai se foder Stefan Salvatore',
"b'Fiquei sabendo de uns trem de voc\xc3\xaa que n\xc3\xa3o sei se \xc3\xa9 vdd \xe2\x80\x94 Uai, se voc\xc3\xaa fica especulando coisa de mim com os outros\xe2\x80\xa6 https://t.co/1jBvhs0Gts'",
b'Vai se fudeeeeer eu amo meu emprego',
"b'Eu, a playlist de Lucifer e dez coxinhas'",
"b'T\xc3\xb4 triste n\xc3\xa3o, t\xc3\xb4 s\xc3\xb3 chorando de felicidade comendo batata frita'",
b'Surtei e fiz 200 coxinhas \xf0\x9f\x91\x8d',
"b'Eu acho que eu sempre vou ter uma alma da ro\xc3\xa7a. Bom demais ficar no meio do mato cuidando dos bichinhos, plantando\xe2\x80\xa6 https://t.co/fA12nTcUnq'",
b'Estou na rede do gatinho curioso. Fiquem a vontade pra me xingar anonimamente ou s\xc3\xb3 fazer perguntas que (talvez) vo\xe2\x80\xa6 https://t.co/CS4elaIj9X',
"b'Tenho v\xc3\xa1rios crushs de amizade, mas a autoestima t\xc3\xa1 baixa pra tentar aproximar, ent\xc3\xa3o s\xc3\xb3 admiro de longe a quantida\xe2\x80\xa6 https://t.co/vISxQuC6q9'",
b'Cad\xc3\xaa o Chico Xavier??????\n\nChico voc\xc3\xaa me prometeu que se n\xc3\xa3o tivesse guerra a gente ia ficar em paz VOC\xc3\x8a ME PROMETEU',
b'Eu acho muito fofo algumas senhoras do meu facebook comemorando umas datas religiosas com alguma comidinha caseira\xe2\x80\xa6 https://t.co/fIZ0PDEBJh',
b'#AuxilioEmergencial\nTem pessoas em an\xc3\xa1lise a 78 dias e milh\xc3\xb5es sem receber a mais de 40 dias.',
b'J\xc3\xa1 t\xc3\xb4 triste de novo',
b'T\xc3\xb4 bem sim s\xc3\xb3 chorei 10 litros e comi todo o queijo com doce de leite',
"b'Tenho crush em vc, mas fa\xc3\xa7o engenharia, acho dif\xc3\xadcil rolar n\xc3\xa9? \xe2\x80\x94 KKKKKKKKKKKKKKKKK\nOu ent\xc3\xa3o \nEu meio que t\xc3\xb4 traumat\xe2\x80\xa6 https://t.co/9JW39ChGAS'",
b'A institui\xc3\xa7\xc3\xa3o m\xc3\xa3es bravas com o dever de matem\xc3\xa1tica dos filhos',
b'N\xc3\xa3o gosto do centro de conviv\xc3\xaancia. Primeiro porque \xc3\xa9 um centro. Depois porque \xc3\xa9 de conviv\xc3\xaancia',
b'estou ao ponto de ir no supermercado mais pr\xc3\xb3ximo e comprar 200 reais em doce',
"b'desculpa a demora pra responder, tava chorando'",
b'Sua foto do tt t\xc3\xa1 muito sexy S2 \xe2\x80\x94 Obrigada old an\xc3\xb4nimo  https://t.co/CoCHWCgo3a',
"b'De volta nesta rede, brota\n\nhttps://t.co/wcU6SY2pJA'",
"b'Quarta-feira, meia noite. Estou menstruada. No momento me encontro chorando porque estou com vontade de comer p\xc3\xa3o d\xe2\x80\xa6 https://t.co/ekDXEwO1bR'",
b'T\xc3\xb4 rindo muito mas ao mesmo tempo t\xc3\xb4 chorando demais. Nunca me senti t\xc3\xa3o feliz e triste ao mesmo tempo',
b'Outro dia muito b\xc3\xa3o que eu t\xc3\xb4 lembrando foi meu anivers\xc3\xa1rio. Eu e a @lyndazinha_ beijando todo mundo. De repente um\xe2\x80\xa6 https://t.co/8qzCmNsNv7',
b'Tvd \xc3\xa9 a \xc3\xbanica s\xc3\xa9rie em que eu odeio TODOS os personagens exceto o Damon',
b'Eu quero pedir demiss\xc3\xa3o do meu cora\xc3\xa7\xc3\xa3o',
b'Estou s\xc3\xb3bria h\xc3\xa1 1 dia https://t.co/nbbILfoTfV',b'Miley Cyrus revela que est\xc3\xa1 s\xc3\xb3bria h\xc3\xa1 seis meses https://t.co/daDikPebee https://t.co/J4GVfo8FQe'
b'hoje eu t\xc3\xb4 s\xc3\xb3 o bruno mars empurrando um piano doid\xc3\xa3o no meio da rua',
"b'se tiver algum jovem de baixa renda que for fazer o enem e tiver dificuldade em reda\xc3\xa7\xc3\xa3o, por favor entra em contato\xe2\x80\xa6 https://t.co/ZDJT36rz49'",
b'too late to apologize',
b'menstruei. acho que isso explica o surto de ontem. vou chorar mais umas duas horas e vou ficar bem',
"b'Esse ano teve muitos dias ruins. Mas acho que, pra mim, o pior foi quando recebi a not\xc3\xadcia do suic\xc3\xaddio do meu primo\xe2\x80\xa6 https://t.co/HYKG1ZesWg'",
"b'Hoje eu vou arrumar casa, trabalhar e tentar n\xc3\xa3o chorar em meio a esse processo'",
b'Detesto umas burocracias pra conseguir emprego. Ficam fazendo as pessoas de idiotas. Vejo umas hist\xc3\xb3rias dos meus a\xe2\x80\xa6 https://t.co/Gs9s85TrJZ',
"b'Eu preciso tomar uma decis\xc3\xa3o, mas n\xc3\xa3o consigo. Sei que vou surtar se fizer isso. Mas preciso fazer ainda essa semana. T\xc3\xa1 dif\xc3\xadcil'",
b'Nat bonitinha disse que queria fazer parte do meu c\xc3\xa9rebro. Se ela soubesse a tristeza que eu carrego faria aquela c\xe2\x80\xa6 https://t.co/KkL2ldTkET',
b'escrevi aqui a minha den\xc3\xbancia sobre o caso Queiroz:\n\nhttps://t.co/rdCrbZUglY',
b'B\xc3\xa3o demais lembrar da Ana me intimidando pra beijar ela e quando eu fiquei esperan\xc3\xa7osa e animada (vulgo com tes\xc3\xa3o)\xe2\x80\xa6 https://t.co/8a3XINz3d3',
b'Se voc\xc3\xaa acha que seu pinto \xc3\xa9 uma pessoa vai pra terapia pelo amor de deus eu t\xc3\xb4 te implorando',
"b'N\xc3\xa3o tenho maturidade pra homem que fala de Pinto na terceira pessoa.\n\n""Chupa ele, vai""\n\nELE QUEM, PORRA? QUE ISSO'",
b'Meu padrasto testando a paci\xc3\xaancia da minha m\xc3\xa3e com a m\xc3\xbasica no talo',
b'a partir do momento em que eu chorei com Brooklyn 99 eu j\xc3\xa1 sabia que o ano seria uma bosta',
"b'Cansei da quarentena. \n\nQuero acampar no meio da rua pelada com uma caixa de toddynho, duas de cerveja, pastel e bo\xe2\x80\xa6 https://t.co/5MhUgwUxJz'",
b'Aiai tem uns alunos que devem me odiar',
"b'N\xc3\xa3o sei se \xc3\xa9 efeito de ficar em casa o tempo todo, mas parece que meu sono triplicou'",
b'Uma palavra que eu detesto \xc3\xa9 feedback',
b'Qualquer pensamento aleat\xc3\xb3rio sobre trem de direito eu mando pra lynda porque na minha concep\xc3\xa7\xc3\xa3o ela \xc3\xa9 foda sabe de tudo \xc3\xa9 isto',
b'Tava lembrando de momentos bons. O dia que eu e a @lyndazinha_ chutamos o ex dela da pista de dan\xc3\xa7a na formatura de\xe2\x80\xa6 https://t.co/6l5C5u1Bdu',
b'T\xc3\xb4 bem sim s\xc3\xb3 pensei em merda 7 vez hoje',
b'Mina doida safada &gt;&gt; qualquer macho\n\nSagas da minha bissexualidade.',
"b'Quem \xc3\xa9 boldonaro? C\xc3\xaas n\xc3\xa3o conseguem nem subir uma tag certo, gente\n\nVai dormir'",
b'[22/6 00:33] Hagata: Acho que Tinder n\xc3\xa3o serve pra mim mais\n[22/6 00:33] Hagata: Agora quero aqueles app de convers\xe2\x80\xa6 https://t.co/go3uDYCAvP',
b'Minha casa \xc3\xa9 enorme e eu mal consigo fumar sem ningu\xc3\xa9m perto. Imagina o Queiroz vivendo escondido dentro do sof\xc3\xa1 por um ano. Ninja demais',
b'Mam\xc3\xa3e: a vov\xc3\xb3 quer um pouco da sua maconha',
b'Sim. Foi horr\xc3\xadvel. \xc3\x89 um trem inexplic\xc3\xa1vel. https://t.co/5ni8cmplJK',b'Vcs j\xc3\xa1 beijaram algu\xc3\xa9m e tiveram certeza que era um beijo de despedida?'
b'Domingo virou dia fixo das manifesta\xc3\xa7\xc3\xb5es dos cornos?',
b'Queria voltar no passado no dia em que eu resolvi parar de sofrer e me dedicar mais a mim e agradecer \xc3\xa0quela pequen\xe2\x80\xa6 https://t.co/4Oum0BkOzg',
b'Melhor coisa que eu fiz foi criar um instagram pra minha dog. Agora fico l\xc3\xa1 vendo as fotos toda hora. Sou babona mesmo',
b'Acho que madrugadas n\xc3\xa3o fazem bem pra mim',
b'Ai eu amo meu blog demais. Posso postar uns trem nada a ver que ningu\xc3\xa9m me julga.',
b'Homens que me atraem:\n- meio gay\n- gosta de bicho\n- faz piada ruim\n- tem grande potencial de destruir a minha vida',
"b'uau que maravilhoso, acabei de descobrir que meu bairro \xc3\xa9 um dos que tem mais casos de covid'",
b'Um tempo atr\xc3\xa1s um amigo me perguntou COMO eu era capaz de saber que estava perto de menstruar s\xc3\xb3 pela minha altera\xc3\xa7\xe2\x80\xa6 https://t.co/4yipNnnJy7',
b'Coisas que eu queria hoje:\n\n1. A queda do bolsonaro \n2. Tap\xc3\xa3o na bunda\n3. Bolo de chocolate\n\nN\xc3\xa3o necessariamente nessa ordem',
b'Desde o meio do ano passado decidi focar RRALMENTE no meu trabalho como escritora. E hoje t\xc3\xb4 colhendo os frutos disso. T\xc3\xb4 bem feliz',
"b'N\xc3\xa3o sei se rio ou choro com o pronunciamento do Odelmo hoje. Que lixo, cara. Que lixo.'",
"b'Oi gente hoje foi minha primeira aula de dire\xc3\xa7\xc3\xa3o. Ca\xc3\xad da moto.\n\nNota: s\xc3\xb3 eu ca\xc3\xad, a moto ficou em p\xc3\xa9 \xf0\x9f\x91\x8d'",
b'Se o William Bonner apresentar o JN hoje usando uma gravata laranja eu dou meu cu pra galera do grupinho rivotril',
"b'Ah, \xc3\xb3timo. Minhas aulas pr\xc3\xa1ticas foram adiantadas e come\xc3\xa7am amanh\xc3\xa3. AAAAAAAAQQ'",
b'quando a quarentena acabar eu vou aparecer na porta da casa de todo mundo que eu gosto chorando com um bolo em cada\xe2\x80\xa6 https://t.co/ky8wdguSyT',
b'ai que saudade de comer as comidinhas das amigas que eu gosto',
b'voc\xc3\xaas t\xc3\xa3o zoando falando trem de bolo de laranja e agora t\xc3\xb4 com uma puta vontade de comer bolo e n\xc3\xa3o ficarei em paz enquanto n\xc3\xa3o fizer um',
b'J\xc3\xa1 bolei meu consagrado pra fumar depois do almo\xc3\xa7o e agora vou trabalhar',
"b'Muito b\xc3\xa3o ver que o discurso bolsonarista passou de ""mas ele n\xc3\xa3o fez nada"" pra ""por que n\xc3\xa3o prende OUTROS bandidos\xe2\x80\xa6 https://t.co/WlZveMdRAC'",
"b'Hoje acordei cedo. Fui marcar as aulas pr\xc3\xa1ticas na autoescola, comecei a ler um livro e fiz uns exerc\xc3\xadcios. Me sinto um p\xc3\xa3o'",
b'S\xc3\xb3 queria que algu\xc3\xa9m me convidasse pra beber via discord',
b'Minha m\xc3\xa3e conseguiu fazer uma galinhada sem pimenta. Estou emocionada',
"b'An\xc3\xa9m, hoje deu um monte de merda'",
"b'2020 N\xc3\xa3o me d\xc3\xa1 um dia de paz, j\xc3\xa1 acordei com not\xc3\xadcia de trem explodindo'",
b'A assessoria da desenhista que eu gosto mandando mensagem pra ilustrar meus textos \xf0\x9f\x98\xad\xe2\x9d\xa4',
"b'Poxa, galera, larguem de ser burros. O prefeito j\xc3\xa1 tentou de tudo sim. S\xc3\xb3 que o ""de tudo"" dele t\xc3\xa1 dentro do espectr\xe2\x80\xa6 https://t.co/bMwSxOJVmY'",
"b'Ol\xc3\xa1 mo\xc3\xa7o voc\xc3\xaa \xc3\xa9 muito gentil e bonito, mas eu tenho trauma de homem ent\xc3\xa3o fique longe, obrigada'",
"b'A\xc3\xad, \xc3\xb3. J\xc3\xa1 colocaram os bots pra subir tag escrito errado. #NinguemDerrunaBolsonaro'",
b'hoje eu t\xc3\xb4 puro \xc3\xb3dio',
b'Eu: a mimir\nPa\xc3\xa7oca: vou latir pra essa folha aqui',
b'Pra mim passar doce em volta de x\xc3\xadcara \xc3\xa9 coisa de corno. Toma a\xc3\xad o caf\xc3\xa9 direito e para de narquia po',
b'Nem tudi precisa ter uma revanche. Acho que \xc3\xa9 bom a gente ser o primeiro a quebrar o ciclo de \xc3\xb3dio de alguma coisa',
"b'Quando eu for rica, me lembrem de dar um bezerro pra minha v\xc3\xb3. O dela acabou de morrer e ela t\xc3\xa1 triste'",
b'O nome do meu primo \xc3\xa9 Thomas  Howard. Minua m\xc3\xa3e n\xc3\xa3o sabe pronunciar e chama ele de Stuart Little',
b'Queria que meu fogo no cu apagasse igual meu beck apaga',
b'Mais de 500 casos confirmados nas \xc3\xbaltimas 24 horas em Uberl\xc3\xa2ndia. 54 \xc3\xb3bitos. Algu\xc3\xa9m d\xc3\xa1 um pedala robinho no prefeit\xe2\x80\xa6 https://t.co/YZRksujG7b',
"b'A m\xc3\xa9dica autorizou ver a vov\xc3\xb3. Fui l\xc3\xa1. Ela tava com tanto medo de estar sozinha, morrer sozinha. Espero que eu tenh\xe2\x80\xa6 https://t.co/nIfDTmJdS4'",
b'Se vcs acham sapat\xc3\xa3o emocionada \xc3\xa9 porque nunca foram cantadas por um maconheiro KKKKKKKKKKKKK',
b'Adoro o twitter mas as vezes aqui fica pior que chernobyl',
b'SHAUSHUAHSUSSB ai minha vida \xc3\xa9 boa demais. Devia ser um stand up de desgra\xc3\xa7a. T\xc3\xb4 rindo de desespero',
b'Queria voltar pra \xc3\xa9poca do Orkut pra jogar o colheita feliz e participar de grupos nada a ver',
b'Parab\xc3\xa9ns biologia por termos um corpo capaz de fazer coisas incr\xc3\xadveis tipo xixi coc\xc3\xb4 parir beb\xc3\xaas e ter cera no ouvi\xe2\x80\xa6 https://t.co/aOV2yWrPqw',
"b'Por mais que eu esteja nesta rede desde 2011, tem uns neg\xc3\xb3cios que eu ainda n\xc3\xa3o entendo como funciona'",
b'Ser\xc3\xa1 que todo professor tem um aluno doido que fere os direitos humanos? Ainda n\xc3\xa3o acostumei',
b'T\xc3\xb4 t\xc3\xa3o titi algu\xc3\xa9m poderia pufavo obrigar o odelmo a fechar este INFERNO de cidade e multar todo mundo que sair na\xe2\x80\xa6 https://t.co/qSdX298D5u',
"b'Ai muito b\xc3\xa3o a minha amizade com a Milena, que saudade'",
b'Minha droga chegou numa embalagem t\xc3\xa3o linda acho que vou dar em cima do traficante',
b'Melhor dia da semana \xc3\xa9 sexta https://t.co/Osc0CaZu3O',
"b'Ol\xc3\xa1 anjo voc\xc3\xaa n\xc3\xa3o \xc3\xa9 jovem, \xc3\xa9 um homem pau no cu com comportamento de moleque que se intitula ""jovem cool"" s\xc3\xb3 pra pe\xe2\x80\xa6 https://t.co/2lRQcDHKzs'",
b'Hummm acho que vou tomar uma atitude imprudente.........',
b'Escolhendo s\xc3\xadmbolos que representam meus amigos:\n\n@lyndazinha_  BK vegano\n@_Dudupapacu uma bola pequena e solit\xc3\xa1ria\xe2\x80\xa6 https://t.co/jklUQGwHpH',
b'Pau no cu no dia dos namorados eu vou \xc3\xa9 beber at\xc3\xa9 ver o Batman',
"b'Queria chamar meus amigos pra vir aqui em casa beber comigo. Fiz minha festa junina particular. Cerveja, Milho cozi\xe2\x80\xa6 https://t.co/AMlACsrQro'",
b'Fiz minha unha e agora vou fumar um pra ficar bela',
b'KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/3UjI979iQd',b'https://t.co/FFOUS1680o'
b'corona: a\nuberlandense: vo no shopping',
b'\xc3\x89 muito doido esse neg\xc3\xb3cio de sentir nojo de gente que j\xc3\xa1 foi t\xc3\xa3o importante pra mim. \xc3\x89 um sentimento que n\xc3\xa3o costu\xe2\x80\xa6 https://t.co/owzNPGmbS4',
b'Eu dou meu cu pra quem trouxer um p\xc3\xa9 de moleque caseiro top aqui em casa',
"b'Hoje eu t\xc3\xb4 sexo, drogas e fotos de bichinhos fofos'",
b'rsssssss https://t.co/N2ySWNIUAe',b'uma mulher jamais pegaria 2 homens do mesmo bonde'
b'Mais de 200 casos confirmados em Uberl\xc3\xa2ndia. De novo. Hoje os mercados estavam lotados',
"b'Desisto de tentar conversar, tem uma galera que t\xc3\xa1 fingindo que eu n\xc3\xa3o existo parece\n\nVou dormir'",
"b'Meus textos: a\nPessoa aleat\xc3\xb3ria: NOSSA, POR QUEM VOC\xc3\x8a T\xc3\x81 SOFRENDO?\n\nOi, gente, eu s\xc3\xb3 gosto da melancolia. T\xc3\xb4 sofren\xe2\x80\xa6 https://t.co/WkCFmS7qix'",
b'Hoje o dia t\xc3\xa1 gostoso. Parece que eu t\xc3\xb4 dentro de um chocolate',
"b'Galera, d\xc3\xa1 pra criticar a Record sem ficar compartilhando o v\xc3\xaddeo. Pe\xc3\xa7am respeito sim, mas tenham um pingo de bom s\xe2\x80\xa6 https://t.co/l1thaJZskk'",
b'Eu amo tamarindo bom dia',
"b'Festa junina aqui em casa. Requisitos pra entrar: um litro \xc3\xa1lcool em gel, roupa de astronauta, pantufa (porque \xc3\xa9 fofo) e capacete.'",
"b'Sim amigo com certeza crian\xc3\xa7as est\xc3\xa3o assistindo a F\xc3\xa1tima Bernardes de manh\xc3\xa3, confie no seu potencial \xf0\x9f\x90\xae\xf0\x9f\x91\x8d'",
"b'Mais 4 mortes aqui. Quase 200 casos novos de novo. E voc\xc3\xaa, imbecil inconsequente, dando rolezinho'",
b'Eu sou t\xc3\xa3o fofinha com meus alunos e com meu trabalho. Mas se voc\xc3\xaa vir pagar de galo pra cima de mim a coisa fica doida',
"b'Do nada me deu vontade de chupar um picol\xc3\xa9 de tamarindo. N\xc3\xa3o achei essa porra no ifood. Gente, eu PRECISO desse picol\xc3\xa9'",
b'O que seria de mim se o Edu n\xc3\xa3o aparecesse nas minhas fotos pra comentar TREMENDAMENTE GOSTOSA e depois sumir',
b'Eu fico chocada com o tanto erro de separa\xc3\xa7\xc3\xa3o sil\xc3\xa1bica que t\xc3\xb4 corrigindo esses dias. Coisa simples mesmo',
b'Wake me up when vacina de cloroquina e enxofre estiver pronta',
b'integrau https://t.co/hKWiMtHyzD',"b'Cite um erro de portugu\xc3\xaas que voc\xc3\xaa ama:\n""Ser\xc3\xa1 se""'"
b'Pra mim quem gosta de dipirona \xc3\xa9 nazista e tem que morrer',
b'Nesse momento eu poderia estar numa barraquinha comendo p\xc3\xa9 de moleque e ma\xc3\xa7\xc3\xa3 do amor',
"b'Que coisa, n\xc3\xa9. Nessa dist\xc3\xa2ncia toda. Tudo o que a gente pode fazer \xc3\xa9 mandar amor de longinho pras pessoas. Me sinto\xe2\x80\xa6 https://t.co/s35OYVREXB'",
b'Espero poder montar mais uma biblioteca comunit\xc3\xa1ria quando esse caos todo acabar. Eu queria tanto que a literatura\xe2\x80\xa6 https://t.co/LwANoNy3Cn',
b'Boa noite fam\xc3\xadlia apreciem o quanto a quarentena est\xc3\xa1 me deixando uma grande gostosa (t\xc3\xb4 s\xc3\xb3 fingindo que tenho auto\xe2\x80\xa6 https://t.co/jUIn2cY3XB',
b'Um coach deu em cima de mim. Eu t\xc3\xb4 me sentindo ofendida',
b'Hoje eu t\xc3\xb4 igual o d\xc3\xb3lar\n\nCansada',
b'Eu s\xc3\xb3 queria estar na grama da Lynda com todo o Rivotril e os agregados reunidos',
b'300 seguidores novos na minha p\xc3\xa1gina esse fim de semana. Tomara que voc\xc3\xaas j\xc3\xa1 estejam acostumados com a minha melanc\xe2\x80\xa6 https://t.co/mVkpXoJ4po',
b'Saudade de ficar b\xc3\xaabada em alguma pracinha aleat\xc3\xb3ria da minha cidadezinha Uberl\xc3\xa2ndia. \n\nMas com os pau no cu dos mo\xe2\x80\xa6 https://t.co/k89kjwYr7N',
b'Hoje t\xc3\xb4 nost\xc3\xa1lgica. Saudade de fazer cosplay',
b'Minha vov\xc3\xb3 confusa com a tecnologia e ao mesmo tempo linda demais. Um amor quentinho https://t.co/PSwVdXBd5L',
b'Mais duzentos casos kkkkk ai Uberl\xc3\xa2ndia vai se fuder com essa cidade pqp',
b'N\xc3\xa3o aguento mais ver qualquer not\xc3\xadcia sobre o veio da havan. Pqp. Cara insuport\xc3\xa1vel',
b'Preciso inspirar meu cora\xc3\xa7\xc3\xa3o nas mulheres incr\xc3\xadveis que eu amo',
b'Saudade do meu curso',
"b'Brava com a quarentena, brava com o t\xc3\xa9dio, brava com o trabalho. Feliz com literatura'",
"b'O jeito que eu finjo dem\xc3\xaancia pra treta familiar \xc3\xa9 lindo. Finjo que sou uma ab\xc3\xb3bora, deixo eles se matarem'",
b'Daqui a um m\xc3\xaas v\xc3\xa3o voltar a passar pano pra La Cota de novo. S\xc3\xb3 a poeira abaixar. C\xc3\xaas mamam demais as kardashians uberlandenses',
b'Desde abril em casa triste por n\xc3\xa3o ver meus amigos e tem galera postando foto em farra todo final de semana. Fico p\xe2\x80\xa6 https://t.co/iGQ3IkWKQD',
b'Tem postagem nova no blog do absurdo',
b'Deve ter passado umas 20 mil pessoas pela minha p\xc3\xa1gina esse final de semana. Feliz e grata \xe2\x9d\xa4',
b'A \xc3\xbanica beneficiada dessa quarentena \xc3\xa9 minha bunda. Nunca imaginei que sairia da pandemia fitness',
b'Essa noite foi muito estranha. Sei l\xc3\xa1',
